
ITALIAN	NNP	I-NP	I-MISC
CABINET	NNP	I-NP	O
APPROVES	NNP	I-NP	O
TELEVISION	NNP	I-NP	O
DECREE	NNP	I-NP	O
.	.	O	O

They	PRP	I-NP	O
were	VBD	I-VP	O
given	VBN	I-VP	O
900	CD	I-NP	O
milligrams	NNS	I-NP	O
a	DT	B-NP	O
day	NN	I-NP	O
of	IN	I-PP	O
dried	JJ	I-NP	O
garlic	NN	I-NP	O
powder	NN	I-NP	O
or	CC	O	O
placebo	NN	I-NP	O
tablets	NNS	I-NP	O
.	.	O	O
"	"	O	O

R.	NNP	I-NP	I-PER
Ponting	NNP	I-NP	I-PER
not	RB	O	O
out	IN	I-PP	O
46	CD	I-NP	O

289	CD	I-NP	O
Joakim	NNP	I-NP	I-PER
Haeggman	NNP	I-NP	I-PER
(	(	O	O
Sweden	NNP	I-NP	I-LOC
)	)	O	O
71	CD	I-NP	O
77	CD	I-NP	O
70	CD	I-NP	O
71	CD	I-NP	O
,	,	O	O
Antoine	NNP	I-NP	I-PER
Lebouc	NNP	I-NP	I-PER
(	(	O	O
France	NNP	I-NP	I-LOC
)	)	O	O
74	CD	I-NP	O
73	CD	I-NP	O
70	CD	I-NP	O
72	CD	I-NP	O

Attendence	NN	I-NP	O
:	:	O	O
200	CD	I-NP	O

He	PRP	I-NP	O
said	VBD	I-VP	O
no	DT	I-NP	O
new	JJ	I-NP	O
date	NN	I-NP	O
had	VBD	I-VP	O
been	VBN	I-VP	O
set	VBN	I-VP	O
yet	RB	I-ADVP	O
.	.	O	O

Puchon	NN	I-NP	I-ORG
3	CD	I-NP	O
Chonan	JJ	I-NP	I-ORG
0	CD	I-NP	O
(	(	I-NP	O
halftime	NN	I-NP	O
1-0	CD	I-NP	O
)	)	O	O

HOUSTON	NNP	I-NP	I-ORG
AT	NNP	I-NP	O
PITTSBURGH	NNP	I-NP	I-LOC

Pro	FW	I-NP	O
Forma	NNP	I-NP	O
:	:	O	O

MDS	NNP	I-NP	I-ORG
was	VBD	I-VP	O
founded	VBN	I-VP	O
in	IN	I-PP	O
1978	CD	I-NP	O
by	IN	I-PP	O
a	DT	I-NP	O
group	NN	I-NP	O
led	VBN	I-VP	O
by	IN	I-PP	O
Ahmed	NNP	I-NP	I-PER
Mestiri	NNP	I-NP	I-PER
,	,	O	O
who	WP	I-NP	O
withdrew	VBD	I-VP	O
from	IN	I-PP	O
politics	NNS	I-NP	O
in	IN	I-PP	O
1992	CD	I-NP	O
.	.	O	O

First	NNP	I-NP	I-ORG
Union	NNP	I-NP	I-ORG
Capital	NNP	I-NP	I-ORG
Markets	NNP	I-NP	I-ORG
Corp.	NNP	I-NP	I-ORG
-	:	O	O
NJ	NNP	I-NP	I-LOC

Gazprom	NNP	I-NP	I-ORG
was	VBD	I-VP	O
the	DT	I-NP	O
loser	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
day	NN	I-NP	O
with	IN	I-PP	O
prices	NNS	I-NP	O
closing	VBG	I-VP	O
at	IN	I-PP	O
$	$	I-NP	O
0.300	CD	I-NP	O
,	,	O	O
down	RB	I-ADVP	O
from	IN	I-PP	O
$	$	I-NP	O
0.355	CD	I-NP	O
on	IN	I-PP	O
Tuesday	NNP	I-NP	O
and	CC	O	O
$	$	I-NP	O
0.445	CD	I-NP	O
on	IN	I-PP	O
Monday	NNP	I-NP	O
.	.	O	O

Result	NN	I-NP	O
and	CC	O	O
close	VB	I-VP	O
of	IN	I-PP	O
play	NN	I-NP	O
scores	NNS	I-NP	O
in	IN	I-PP	O
English	JJ	I-NP	I-MISC
county	NN	I-NP	O
championship	NN	I-NP	O
matches	NNS	I-NP	O
on	IN	I-PP	O
Friday	NNP	I-NP	O
:	:	O	O

KUUSAMO	RB	I-INTJ	I-LOC
,	,	O	O
Finland	NNP	I-NP	I-LOC
1996-12-07	CD	I-NP	O

Marcelo	RB	I-ADVP	I-PER
,	,	O	O
signed	VBN	I-VP	O
in	IN	I-PP	O
close	JJ	I-NP	O
season	NN	I-NP	O
to	TO	I-VP	O
replace	VB	I-VP	O
compatriot	NN	I-NP	O
Ronaldo	NNP	I-NP	I-PER
who	WP	B-NP	O
left	VBD	I-VP	O
to	TO	B-VP	O
play	VB	I-VP	O
for	IN	I-PP	O
Barcelona	NNP	I-NP	I-ORG
,	,	O	O
opened	VBD	I-VP	O
the	DT	I-NP	O
PSV	NNP	I-NP	I-ORG
scoring	VBG	I-VP	O
in	IN	I-PP	O
the	DT	I-NP	O
19th	JJ	I-NP	O
minute	NN	I-NP	O
when	WRB	I-ADVP	O
he	PRP	I-NP	O
fired	VBD	I-VP	O
home	NN	I-ADVP	O
after	IN	I-PP	O
good	JJ	I-NP	O
work	NN	I-NP	O
from	IN	I-PP	O
Rene	NNP	I-NP	I-PER
Eijkelkamp	NNP	I-NP	I-PER
.	.	O	O

Bamerindus	NNP	I-NP	I-ORG
,	,	O	O
Brazil	NNP	I-NP	I-LOC
's	POS	B-NP	O
fourth-largest	JJ	I-NP	O
private	JJ	I-NP	O
bank	NN	I-NP	O
,	,	O	O
has	VBZ	I-VP	O
been	VBN	I-VP	O
facing	VBG	I-VP	O
liquidity	NN	I-NP	O
troubles	NNS	I-NP	O
.	.	O	O

Jones	NNP	I-NP	I-PER
became	VBD	I-VP	O
the	DT	I-NP	O
fourth	JJ	I-NP	O
century-maker	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
match	NN	I-NP	O
,	,	O	O
equalling	VBG	I-VP	O
the	DT	I-NP	O
feats	NNS	I-NP	O
of	IN	I-PP	O
Tasmanian	JJ	I-NP	I-MISC
trio	NN	I-NP	O
David	NNP	I-NP	I-PER
Boon	NNP	I-NP	I-PER
,	,	O	O
Shaun	NNP	I-NP	I-PER
Young	NNP	I-NP	I-PER
and	CC	I-NP	O
Michael	NNP	I-NP	I-PER
DiVenuto	NNP	I-NP	I-PER
.	.	O	O

Buducnost	JJS	I-NP	I-ORG
(	(	O	I-ORG
V	NNP	O	I-ORG
)	)	O	I-ORG
4	CD	I-NP	O
2	CD	I-NP	O
0	CD	I-NP	O
2	CD	I-NP	O
4	CD	I-NP	O
5	CD	I-NP	O
6	CD	I-NP	O

Mickelson	NNP	I-NP	I-PER
's	POS	B-NP	O
victory	NN	I-NP	O
gave	VBD	I-VP	O
him	PRP	I-NP	O
a	DT	B-NP	O
10	CD	I-NP	O
year	NN	I-NP	O
exemption	NN	I-NP	O
to	TO	I-PP	O
the	DT	I-NP	O
PGA	NNP	I-NP	I-MISC
Tour	NNP	I-NP	I-MISC
.	.	O	O

Rugby	JJ	I-NP	O
union-England	JJ	I-NP	I-MISC
given	VBN	I-PP	O
final	JJ	I-NP	O
chance	NN	I-NP	O
to	TO	I-VP	O
stay	VB	I-VP	O
in	IN	I-PP	O
Five	CD	I-NP	I-MISC
Nations	NNS	I-NP	I-MISC
.	.	O	O

Argentina	NN	I-NP	I-LOC
at	IN	I-PP	O
South	NNP	I-NP	I-LOC
Korea	NNP	I-NP	I-LOC

FORT	NNP	I-NP	I-LOC
LAUDERDALE	NNP	I-NP	I-LOC
,	,	O	O
Fla.	NNP	I-NP	I-LOC
1996-08-26	CD	I-NP	O

Although	IN	I-SBAR	O
officials	NNS	I-NP	O
decline	VBP	I-VP	O
to	TO	I-VP	O
say	VB	I-VP	O
just	RB	I-ADVP	O
what	WP	I-NP	O
each	DT	B-NP	O
day	NN	I-NP	O
's	POS	I-NP	O
"	"	O	O
news	NN	I-NP	O
"	"	O	O
will	MD	I-VP	O
be	VB	I-VP	O
,	,	O	O
the	DT	I-NP	O
intent	NN	I-NP	O
is	VBZ	I-VP	O
to	TO	B-VP	O
put	VB	I-VP	O
a	DT	I-NP	O
focus	NN	I-NP	O
on	IN	I-PP	O
Clinton	NNP	I-NP	I-PER
himself	PRP	B-NP	O
and	CC	O	O
not	RB	I-ADVP	O
just	RB	I-ADVP	O
those	DT	I-NP	O
attending	VBG	I-NP	O
the	DT	B-NP	O
party	NN	I-NP	O
's	POS	B-NP	O
convention	NN	I-NP	O
.	.	O	O

JERUSALEM	VBN	I-NP	I-LOC
1996-08-22	CD	I-NP	O

Nevertheless	RB	I-ADVP	O
,	,	O	O
exports	NNS	I-NP	O
over	IN	I-PP	O
the	DT	I-NP	O
first	JJ	I-NP	O
seven	CD	I-NP	O
months	NNS	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
year	NN	I-NP	O
were	VBD	I-VP	O
16.8	CD	I-NP	O
percent	NN	I-NP	O
lower	JJR	I-ADJP	O
than	IN	I-PP	O
during	IN	B-PP	O
the	DT	I-NP	O
same	JJ	I-NP	O
period	NN	I-NP	O
last	JJ	B-NP	O
year	NN	I-NP	O
,	,	O	O
at	IN	I-PP	O
$	$	I-NP	O
2.240	CD	I-NP	O
billion	CD	I-NP	O
compared	VBN	I-PP	O
to	TO	B-PP	O
$	$	I-NP	O
2.693	CD	I-NP	O
billion	CD	I-NP	O
.	.	O	O

Net	JJ	I-NP	O
profit	NN	I-NP	O
9.050	CD	I-NP	O
vs	NNP	O	O
6.03	CD	O	O

Middlesbrough	JJ	I-NP	I-ORG
0	CD	I-NP	O
Leeds	NNPS	I-NP	I-ORG
0	CD	I-NP	O
.	.	O	O

Vessel	NNP	I-NP	O
Date	NNP	I-NP	O
of	IN	I-PP	O
Arrival	NNP	I-NP	O
Quantity	NNP	I-NP	O
Destination	NNP	I-NP	O

-DOCSTART-	-X-	O	O

Dr	NNP	I-NP	O
Andrew	NNP	I-NP	I-PER
Wakefield	NNP	I-NP	I-PER
of	IN	I-PP	O
the	DT	I-NP	O
Royal	NNP	I-NP	I-LOC
Free	NNP	I-NP	I-LOC
Hospital	NNP	I-NP	I-LOC
School	NNP	I-NP	I-LOC
of	IN	I-PP	I-LOC
Medicine	NNP	I-NP	I-LOC
and	CC	O	O
colleagues	NNS	I-NP	O
screened	VBD	I-VP	O
25,000	CD	I-NP	O
babies	NNS	I-NP	O
delivered	VBN	I-VP	O
at	IN	I-PP	O
University	NNP	I-NP	I-LOC
Hospital	NNP	I-NP	I-LOC
,	,	O	O
Uppsala	NNP	I-NP	I-LOC
,	,	O	O
between	IN	I-PP	O
1940	CD	I-NP	O
and	CC	I-NP	O
1949	CD	I-NP	O
.	.	O	O

The	DT	I-NP	O
Broward	NNP	I-NP	I-ORG
County	NNP	I-NP	I-ORG
Sheriff	NNP	I-NP	I-ORG
's	POS	B-NP	I-ORG
Office	NNP	I-NP	I-ORG
found	VBD	I-VP	O
a	DT	I-NP	O
step	NN	I-NP	O
stool	NN	I-NP	O
and	CC	O	O
a	DT	I-NP	O
flashlight	NN	I-NP	O
under	IN	I-PP	O
the	DT	I-NP	O
tree	NN	I-NP	O
where	WRB	I-ADVP	O
the	DT	I-NP	O
boy	NN	I-NP	O
was	VBD	I-VP	O
hanged	VBN	I-VP	O
.	.	O	O

JERUSALEM	VBN	I-NP	I-LOC
1996-08-31	NNP	I-NP	O

GERMAN	NNP	I-NP	I-MISC
GOVT	NNP	I-NP	O
BOND	NN	I-NP	O
(	(	O	O
SEP	NNP	O	O
)	)	O	O
97.42	CD	I-NP	O
97.38	CD	I-NP	O
97.34	CD	I-NP	O

Results	NNS	I-NP	O
from	IN	I-PP	O
the	DT	I-NP	O
$	$	I-NP	O
450,000	CD	I-NP	O
Toshiba	NNP	I-NP	I-MISC
Classic	NNP	I-NP	I-MISC
tennis	NN	I-NP	O
tournament	NN	I-NP	O
on	IN	I-PP	O
Saturday	NNP	I-NP	O
(	(	O	O
prefix	JJ	I-NP	O
number	NN	I-NP	O
denotes	VBZ	I-VP	O
seeding	NN	I-NP	O
)	)	O	O
:	:	O	O

Kotlarska	FW	I-NP	I-PER
,	,	O	O
who	WP	I-NP	O
was	VBD	I-VP	O
24	CD	I-NP	O
and	CC	O	O
had	VBD	I-VP	O
a	DT	I-NP	O
three-year-old	JJ	I-NP	O
child	NN	I-NP	O
,	,	O	O
was	VBD	I-VP	O
Miss	NNP	I-NP	I-MISC
Poland	NNP	I-NP	I-MISC
in	IN	I-PP	O
1991	CD	I-NP	O
and	CC	O	O
went	VBD	I-VP	O
on	RP	I-PRT	O
to	TO	I-PP	O
a	DT	I-NP	O
U.S.-based	JJ	I-NP	I-MISC
modelling	NN	I-NP	O
career	NN	I-NP	O
that	WDT	B-NP	O
included	VBD	I-VP	O
working	VBG	I-VP	O
with	IN	I-PP	O
Italian	JJ	I-NP	I-MISC
designer	NN	I-NP	O
Gianni	NNP	B-NP	I-PER
Versace	NNP	I-NP	I-PER
and	CC	I-NP	O
Vogue	NNP	I-NP	I-ORG
magazine	NN	I-NP	O
,	,	O	O
the	DT	I-NP	O
Gazeta	NNP	I-NP	I-ORG
Wyborcza	NNP	I-NP	I-ORG
newspaper	NN	I-NP	O
said	VBD	I-VP	O
.	.	O	O

-DOCSTART-	-X-	O	O

"	"	O	O
Rubin	NNP	I-NP	I-PER
has	VBZ	I-VP	O
done	VBN	I-VP	O
a	DT	I-NP	O
fine	JJ	I-NP	O
job	NN	I-NP	O
in	IN	I-PP	O
that	DT	I-NP	O
position	NN	I-NP	O
,	,	O	O
"	"	O	O
said	VBD	I-VP	O
Michael	NNP	I-NP	I-PER
Faust	NNP	I-NP	I-PER
,	,	O	O
a	DT	I-NP	O
portfolio	NN	I-NP	O
manager	NN	I-NP	O
at	IN	I-PP	O
Bailard	NNP	I-NP	I-ORG
,	,	I-NP	I-ORG
Biehl	NNP	I-NP	I-ORG
and	CC	I-NP	I-ORG
Kaiser	NNP	I-NP	I-ORG
,	,	O	O
which	WDT	I-NP	O
manages	VBZ	I-VP	O
just	RB	I-NP	O
under	IN	I-NP	O
$	$	I-NP	O
1	CD	I-NP	O
billion	CD	I-NP	O
in	IN	I-PP	O
global	JJ	I-NP	O
stocks	NNS	I-NP	O
and	CC	I-NP	O
bonds	NNS	I-NP	O
.	.	O	O

The	DT	I-NP	O
dollar	NN	I-NP	O
rose	VBD	I-VP	O
slightly	RB	I-ADVP	O
against	IN	I-PP	O
the	DT	I-NP	O
German	JJ	I-NP	I-MISC
mark	NN	I-NP	O
,	,	O	O
but	CC	O	O
edged	VBD	I-VP	O
lower	JJR	I-NP	O
against	IN	I-PP	O
the	DT	I-NP	O
Japanese	JJ	I-NP	I-MISC
yen	NN	I-NP	O
.	.	O	O

15-6	CD	I-NP	O
15-2	CD	I-NP	O

16.	CD	I-NP	O
Leatitia	NNP	I-NP	I-PER
Dalloz	NNP	I-NP	I-PER
(	(	O	O
France	NNP	I-NP	I-LOC
)	)	O	O
1:18.96	CD	I-NP	O

GDP	NNP	I-NP	O

The	DT	I-NP	O
ailing	VBG	I-NP	O
Yassin	NNP	I-NP	I-PER
is	VBZ	I-VP	O
the	DT	I-NP	O
spiritual	JJ	I-NP	O
leader	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
fundamentalist	JJ	I-NP	O
Hamas	NNP	I-NP	I-ORG
group	NN	I-NP	O
which	WDT	B-NP	O
has	VBZ	I-VP	O
killed	VBN	I-VP	O
scores	NNS	I-NP	O
of	IN	I-PP	O
Israelis	NNPS	I-NP	I-MISC
in	IN	I-PP	O
suicide	NN	I-NP	O
attacks	NNS	I-NP	O
aimed	VBN	I-VP	O
at	IN	I-PP	O
wrecking	VBG	I-VP	O
Israel-PLO	JJ	I-NP	I-MISC
peace	NN	I-NP	O
deals	NNS	I-NP	O
.	.	O	O

-	:	O	O
Five	CD	I-NP	O
people	NNS	I-NP	O
arrested	VBN	I-VP	O
in	IN	I-PP	O
Romania	NNP	I-NP	I-LOC
after	IN	I-SBAR	O
drugs	NNS	I-NP	O
container	NN	I-NP	O
found	VBD	I-VP	O
in	IN	I-PP	O
Malta	NNP	I-NP	I-LOC
.	.	O	O

The	DT	I-NP	I-ORG
Times	NNP	I-NP	I-ORG
newspaper	NN	I-NP	O
said	VBD	I-VP	O
Diana	NNP	I-NP	I-PER
was	VBD	I-VP	O
not	RB	I-VP	O
named	VBN	I-VP	O
in	IN	I-PP	O
the	DT	I-NP	O
divorce	NN	I-NP	O
petition	NN	I-NP	O
heard	VBN	I-VP	O
by	IN	I-PP	O
a	DT	I-NP	O
court	NN	I-NP	O
in	IN	I-PP	O
Surrey	NNP	I-NP	I-LOC
,	,	O	O
southern	JJ	I-NP	O
England	NNP	I-NP	I-LOC
.	.	O	O

Witnesses	NNS	I-NP	O
said	VBD	I-VP	O
Belo	NNP	I-NP	I-PER
left	VBD	I-VP	O
the	DT	I-NP	O
territory	NN	I-NP	O
for	IN	I-PP	O
the	DT	I-NP	O
Indonesian	JJ	I-NP	I-MISC
capital	NN	I-NP	O
Jakarta	NNP	B-NP	I-LOC
accompanied	VBD	I-VP	O
by	IN	I-PP	O
five	CD	I-NP	O
other	JJ	I-NP	O
people	NNS	I-NP	O
.	.	O	O

Standings	NNS	I-NP	O
of	IN	I-PP	O
National	NNP	I-NP	I-ORG

At	IN	I-PP	O
the	DT	I-NP	O
moment	NN	I-NP	O
this	DT	B-NP	O
is	VBZ	I-VP	O
not	RB	O	O
the	DT	I-NP	O
case	NN	I-NP	O
.	.	O	O
"	"	O	O

7	CD	I-NP	O
-	:	I-NP	O
Jana	NNP	I-NP	I-PER
Novotna	NNP	I-NP	I-PER
(	(	O	O
Czech	NNP	I-NP	I-LOC
Republic	NNP	I-NP	I-LOC
)	)	O	O
beat	VB	I-VP	O
Florencia	NNP	I-NP	I-PER
Labat	NNP	I-NP	I-PER
(	(	O	O
Argentina	NNP	I-NP	I-LOC
)	)	O	O
6-2	CD	I-NP	O
4-6	JJ	I-NP	O
6-2	CD	I-NP	O

--	:	I-NP	O
Stephen	NNP	I-NP	I-PER
Nisbet	NNP	I-NP	I-PER
,	,	O	O
International	NNP	I-NP	I-ORG
Bonds	NNP	I-NP	I-ORG
+44	CD	I-NP	O
171	CD	I-NP	O
542	CD	I-NP	O
6320	CD	I-NP	O

Sao	NNP	I-NP	I-LOC
Paulo	NNP	I-NP	I-LOC
state	NN	I-NP	O
's	POS	B-NP	O
debt	NN	I-NP	O
is	VBZ	I-VP	O
now	RB	I-VP	O
estimated	VBN	I-VP	O
at	IN	I-PP	O
19	CD	I-NP	O
billion	CD	I-NP	O
reais	NNS	I-NP	O
.	.	O	O

The	DT	I-NP	O
suit	NN	I-NP	O
contends	VBZ	I-VP	O
America	NNP	I-NP	I-ORG
Online	NNP	I-NP	I-ORG
was	VBD	I-VP	O
misappropriating	VBG	I-VP	O
NBA	NNP	I-NP	I-ORG
property	NN	I-NP	O
by	IN	I-PP	O
providing	VBG	I-VP	O
a	DT	I-NP	O
site	NN	I-NP	O
containing	VBG	I-VP	O
continually	RB	I-ADVP	O
updated	VBN	I-NP	O
scores	NNS	I-NP	O
and	CC	I-NP	O
statistics	NNS	I-NP	O
of	IN	I-PP	O
NBA	NNP	I-NP	I-ORG
games	NNS	I-NP	O
in	IN	I-PP	O
progress	NN	I-NP	O
.	.	O	O

LONDON	NNP	I-NP	I-LOC
1996-08-26	CD	I-NP	O

NEW	NNP	I-NP	I-ORG
YORK	NNP	I-NP	I-ORG
AT	NNP	I-NP	O
CALIFORNIA	NNP	I-NP	I-LOC

A	DT	I-NP	O
Belgian	JJ	I-NP	I-MISC
brewery	NN	I-NP	O
has	VBZ	I-VP	O
offered	VBN	I-VP	O
to	TO	I-VP	O
pay	VB	I-VP	O
for	IN	I-PP	O
a	DT	I-NP	O
free	JJ	I-NP	O
round	NN	I-NP	O
of	IN	I-PP	O
drinks	NNS	I-NP	O
for	IN	I-PP	O
all	DT	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
40,000	CD	I-NP	O
crowd	NN	I-NP	O
if	IN	I-SBAR	O
a	DT	I-NP	O
world	NN	I-NP	O
record	NN	I-NP	O
goes	VBZ	I-VP	O
at	IN	I-PP	O
the	DT	I-NP	O
meeting	NN	I-NP	O
,	,	O	O
organisers	NNS	I-NP	O
said	VBD	I-VP	O
on	IN	I-PP	O
Thursday	NNP	I-NP	O
.	.	O	O

-DOCSTART-	-X-	O	O

The	DT	I-NP	O
deal	NN	I-NP	O
is	VBZ	I-VP	O
a	DT	I-NP	O
humanitarian	JJ	I-NP	O
exception	NN	I-NP	O
to	TO	I-PP	O
the	DT	I-NP	O
U.N.	NNP	I-NP	I-ORG
sanctions	VBZ	I-VP	O
imposed	VBN	I-VP	O
on	IN	I-PP	O
Iraq	NNP	I-NP	I-LOC
for	IN	I-PP	O
invading	VBG	I-VP	O
Kuwait	NNP	I-NP	I-LOC
in	IN	I-PP	O
1990	CD	I-NP	O
which	WDT	B-NP	O
include	VBP	I-VP	O
a	DT	I-NP	O
ban	NN	I-NP	O
on	IN	I-PP	O
its	PRP$	I-NP	O
oil	NN	I-NP	O
exports	NNS	I-NP	O
.	.	O	O

PARIS	NNP	I-NP	I-LOC
1996-08-27	CD	I-NP	O

The	DT	I-NP	O
police	NN	I-NP	O
said	VBD	I-VP	O
14	CD	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
45	CD	I-NP	O
passengers	NNS	I-NP	O
on	IN	I-PP	O
the	DT	I-NP	O
bus	NN	I-NP	O
died	VBD	I-VP	O
instantly	RB	I-ADVP	O
when	WRB	B-ADVP	O
the	DT	I-NP	O
vehicle	NN	I-NP	O
fell	VBD	I-VP	O
into	IN	I-PP	O
Kunar	NNP	I-NP	I-LOC
river	NN	I-NP	O
from	IN	I-PP	O
a	DT	I-NP	O
narrow	JJ	I-NP	O
road	NN	I-NP	O
leading	VBG	I-VP	O
from	IN	I-PP	O
the	DT	I-NP	O
state	NN	I-NP	O
capital	NN	I-NP	O
Muzaffarabad	NNP	I-NP	I-LOC
to	TO	I-PP	O
the	DT	I-NP	O
nearby	JJ	I-NP	O
Pakistani	JJ	I-NP	I-MISC
town	NN	I-NP	O
of	IN	I-PP	O
Garhi	NNP	I-NP	I-LOC
Habibullah	NNP	I-NP	I-LOC
northwest	RB	I-ADVP	O
.	.	O	O

The	DT	I-NP	O
war	NN	I-NP	O
between	IN	I-PP	O
the	DT	I-NP	O
North	NNP	I-NP	I-LOC
and	CC	O	O
South	JJ	I-NP	I-LOC
raged	VBD	I-VP	O
for	IN	I-PP	O
nearly	RB	I-NP	O
four	CD	I-NP	O
years	NNS	I-NP	O
,	,	O	O
claimed	VBD	I-VP	O
the	DT	I-NP	O
lives	NNS	I-NP	O
of	IN	I-PP	O
half	NN	I-NP	O
a	DT	B-NP	O
million	CD	I-NP	O
Americans	NNPS	I-NP	I-MISC
and	CC	O	O
forever	RB	I-VP	O
seared	VBD	I-VP	O
the	DT	I-NP	O
nation	NN	I-NP	O
's	POS	B-NP	O
consciousness	NN	I-NP	O
.	.	O	O

Guimaraes	NNS	I-NP	I-ORG
4	CD	B-NP	O
Gil	NNP	I-NP	I-ORG
Vicente	NNP	I-NP	I-ORG
2	CD	I-NP	O

Millns	NNP	I-NP	I-MISC
,	,	O	O
who	WP	I-NP	O
toured	VBD	I-VP	O
Australia	NNP	I-NP	I-LOC
with	IN	I-PP	O
England	NNP	I-NP	I-LOC
A	NNP	I-NP	O
in	IN	I-PP	O
1992/93	CD	I-NP	O
,	,	O	O
replaces	VBZ	I-VP	O
former	JJ	I-NP	O
England	NNP	I-NP	I-LOC
all-rounder	NN	I-NP	O
Phillip	NNP	I-NP	I-PER
DeFreitas	NNP	I-NP	I-PER
as	IN	I-PP	O
Boland	NNP	I-NP	I-ORG
's	POS	B-NP	O
overseas	JJ	I-NP	O
professional	NN	I-NP	O
.	.	O	O

DUBAI	NNP	I-NP	I-LOC
1996-08-29	CD	I-NP	O

LONDON	NNP	I-NP	I-LOC
1996-12-07	CD	I-NP	O

Officials	NNS	I-NP	O
in	IN	I-PP	O
the	DT	I-NP	O
port	NN	I-NP	O
of	IN	I-PP	O
Whittier	NNP	I-NP	I-LOC
said	VBD	I-VP	O
on	IN	I-PP	O
Thursday	NNP	I-NP	O
that	IN	B-NP	O
they	PRP	B-NP	O
found	VBD	I-VP	O
Tuan	NNP	I-NP	I-PER
Quac	NNP	I-NP	I-PER
Phan	NNP	I-NP	I-PER
,	,	O	O
29	CD	I-NP	O
,	,	O	O
dehydrated	VBN	I-NP	O
,	,	I-NP	O
famished	JJ	I-NP	O
and	CC	I-NP	O
terrified	VBN	I-ADJP	O
after	IN	I-PP	O
sailing	VBG	I-VP	O
to	TO	I-PP	O
Alaska	NNP	I-NP	I-LOC
from	IN	I-PP	O
Canada	NNP	I-NP	I-LOC
in	IN	I-PP	O
the	DT	I-NP	O
boxcar	NN	I-NP	O
loaded	VBN	I-VP	O
on	IN	I-PP	O
a	DT	I-NP	O
barge	NN	I-NP	O
,	,	O	O
a	DT	I-NP	O
trip	NN	I-NP	O
that	WDT	B-NP	O
takes	VBZ	I-VP	O
about	RB	I-NP	O
five	CD	I-NP	O
days	NNS	I-NP	O
.	.	O	O

NEW	NNP	I-NP	I-LOC
YORK	NNP	I-NP	I-LOC
1996-08-23	CD	I-NP	O

WARSAW	NNP	I-NP	I-LOC
1996-08-25	CD	I-NP	O

LONDON	NNP	I-NP	I-LOC
1996-08-23	CD	I-NP	O

Burmese	NN	I-NP	I-MISC
troops	NNS	I-NP	O
and	CC	I-NP	O
riot	NN	I-NP	O
police	NN	I-NP	O
moved	VBD	I-VP	O
in	RP	I-PRT	O
to	TO	I-VP	O
disperse	VB	I-VP	O
a	DT	I-NP	O
student	NN	I-NP	O
street	NN	I-NP	O
protest	NN	I-NP	O
at	IN	I-PP	O
a	DT	I-NP	O
suburban	JJ	I-NP	O
road	NN	I-NP	O
junction	NN	I-NP	O
near	IN	I-PP	O
the	DT	I-NP	O
Ranyon	NNP	I-NP	I-ORG
(	(	O	I-ORG
Rangoon	NN	I-NP	I-ORG
)	)	O	I-ORG
University	NNP	I-NP	I-ORG
early	RB	I-ADVP	O
on	IN	I-PP	O
Saturday	NNP	I-NP	O
,	,	O	O
witnesses	NNS	I-NP	O
said	VBD	I-VP	O
.	.	O	O

3-mth	NNP	I-NP	O
Helibor	NNP	B-NP	I-MISC
3.40	CD	I-NP	O
pct	NN	I-NP	O
3.40	CD	I-NP	O
pct	NN	I-NP	O

PUK	NNP	I-NP	I-ORG
and	CC	O	O
Iraq	NNP	I-NP	I-LOC
's	POS	B-NP	O
Kurdistan	NNP	I-NP	I-ORG
Democratic	NNP	I-NP	I-ORG
Party	NNP	I-NP	I-ORG
(	(	O	O
KDP	NNP	I-NP	I-ORG
)	)	O	O
the	DT	I-NP	O
two	CD	I-NP	O
main	JJ	I-NP	O
Iraqi	JJ	I-NP	I-MISC
Kurdish	JJ	I-NP	I-MISC
factions	NNS	I-NP	O
,	,	O	O
have	VBP	I-VP	O
had	VBD	I-VP	O
northern	JJ	I-NP	O
Iraq	NNP	I-NP	I-LOC
under	IN	I-PP	O
their	PRP$	I-NP	O
control	NN	I-NP	O
since	IN	I-PP	O
Iraqi	JJ	I-NP	I-MISC
forces	NNS	I-NP	O
were	VBD	I-VP	O
ousted	VBN	I-VP	O
from	IN	I-PP	O
Kuwait	NNP	I-NP	I-LOC
in	IN	I-PP	O
the	DT	I-NP	O
1991	CD	I-NP	O
Gulf	NNP	I-NP	I-MISC
War	NNP	I-NP	I-MISC
.	.	O	O

Goals	NNPS	I-NP	O
from	IN	I-PP	O
Thomas	NNP	I-NP	I-PER
Helmer	NNP	I-NP	I-PER
and	CC	I-NP	O
Juergen	NNP	I-NP	I-PER
Klinsmann	NNP	I-NP	I-PER
helped	VBD	I-VP	O
Bayern	NNP	I-NP	I-ORG
Munich	NNP	I-NP	I-ORG
to	TO	I-PP	O
a	DT	I-NP	O
